# BUSCO version is: 5.4.5 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
33444at4891	Complete	tig00000007	474368	475294	-	130.8	175	https://www.orthodb.org/v10?query=33444at4891	metal ion transmembrane transporter activity
33503at4891	Complete	tig00000012	550194	551156	+	138.9	202	https://www.orthodb.org/v10?query=33503at4891	Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain
33522at4891	Complete	tig00000010	738362	738940	-	158.4	122	https://www.orthodb.org/v10?query=33522at4891	Putative mitochondrial outer membrane protein
33531at4891	Complete	tig00000022	606528	607016	-	67.4	133	https://www.orthodb.org/v10?query=33531at4891	Ribosomal protein L20, mitochondrial
33542at4891	Complete	tig00000031	442693	443657	-	227.2	164	https://www.orthodb.org/v10?query=33542at4891	Vacuolar protein sorting-associated protein 29
33557at4891	Complete	tig00000034	181316	182335	-	381.2	281	https://www.orthodb.org/v10?query=33557at4891	SNARE
33577at4891	Complete	tig00000001	772893	774326	+	474.2	394	https://www.orthodb.org/v10?query=33577at4891	Cdc37
33590at4891	Complete	tig00000083	383938	385650	+	425.5	443	https://www.orthodb.org/v10?query=33590at4891	Zinc finger, Mcm10/DnaG-type
33600at4891	Complete	tig00000010	285542	286906	-	266.3	314	https://www.orthodb.org/v10?query=33600at4891	Ribosome biogenesis protein NOP53
33603at4891	Complete	tig00000014	114149	114607	-	207.3	124	https://www.orthodb.org/v10?query=33603at4891	peptidyl-tRNA hydrolase
33608at4891	Complete	tig00000010	670558	674019	-	329.8	765	https://www.orthodb.org/v10?query=33608at4891	Autophagy-related protein 11
33646at4891	Complete	tig00000018	585438	586400	-	339.8	232	https://www.orthodb.org/v10?query=33646at4891	cyclin-like protein
33647at4891	Complete	tig00000007	447006	447584	-	120.9	96	https://www.orthodb.org/v10?query=33647at4891	Zinc finger, PHD-type
33667at4891	Complete	tig00000001	617321	617737	+	226.7	115	https://www.orthodb.org/v10?query=33667at4891	ubiquitin-conjugating enzyme
33668at4891	Complete	tig00000012	589511	589996	-	149.5	116	https://www.orthodb.org/v10?query=33668at4891	Mitochondrial inner membrane protease subunit
33683at4891	Complete	tig00000083	102912	103544	+	155.7	161	https://www.orthodb.org/v10?query=33683at4891	26S Proteasome non-ATPase regulatory subunit 9
33709at4891	Complete	tig00000001	371958	372440	+	140.9	111	https://www.orthodb.org/v10?query=33709at4891	Phosphatidylglycerol/phosphatidylinositol transfer protein
33718at4891	Duplicated	tig00000010	484502	484999	-	100.6	80	https://www.orthodb.org/v10?query=33718at4891	MIOREX complex component 11
33718at4891	Duplicated	tig00000057	14314	14760	+	101.1	80	https://www.orthodb.org/v10?query=33718at4891	MIOREX complex component 11
33718at4891	Duplicated	tig00000058	8307	8804	+	100.6	80	https://www.orthodb.org/v10?query=33718at4891	MIOREX complex component 11
33738at4891	Complete	tig00000061	422856	424238	-	396.4	338	https://www.orthodb.org/v10?query=33738at4891	Mitochondrial import inner membrane translocase subunit TIM54
33753at4891	Complete	tig00000007	756217	756654	-	167.2	114	https://www.orthodb.org/v10?query=33753at4891	RNA polymerase
33763at4891	Complete	tig00000014	763046	763483	+	118.7	82	https://www.orthodb.org/v10?query=33763at4891	Ribosomal protein L27/L41, mitochondrial
33809at4891	Complete	tig00000010	135401	135823	+	167.6	115	https://www.orthodb.org/v10?query=33809at4891	Protein PBDC1
33842at4891	Complete	tig00000022	56461	57237	-	152.3	207	https://www.orthodb.org/v10?query=33842at4891	Proteasome assembly chaperone 2
33875at4891	Complete	tig00000005	460333	460929	+	143.9	123	https://www.orthodb.org/v10?query=33875at4891	Prefoldin subunit 3
33887at4891	Complete	tig00000001	1035964	1036584	+	229.6	169	https://www.orthodb.org/v10?query=33887at4891	Mitochondrial homologous recombination protein 1
33944at4891	Complete	tig00000018	59385	59975	+	175.7	122	https://www.orthodb.org/v10?query=33944at4891	translational machinery component
33952at4891	Complete	tig00000023	158276	158959	+	212.0	194	https://www.orthodb.org/v10?query=33952at4891	Nucleolar protein 16
33993at4891	Complete	tig00000010	453957	454394	+	204.9	104	https://www.orthodb.org/v10?query=33993at4891	Glutaredoxin
33999at4891	Complete	tig00000005	956227	956688	+	164.0	104	https://www.orthodb.org/v10?query=33999at4891	Cytochrome c oxidase, subunit Vb
34011at4891	Complete	tig00000022	445207	445967	+	306.8	187	https://www.orthodb.org/v10?query=34011at4891	Snf7 family
34017at4891	Complete	tig00000034	180317	181036	+	222.8	177	https://www.orthodb.org/v10?query=34017at4891	Snf7 family
34026at4891	Complete	tig00000005	46127	46939	+	286.5	206	https://www.orthodb.org/v10?query=34026at4891	Protein PXR1
34037at4891	Complete	tig00000078	575768	576460	+	233.9	165	https://www.orthodb.org/v10?query=34037at4891	Protein MSF1
34052at4891	Complete	tig00000061	172871	173434	-	97.0	114	https://www.orthodb.org/v10?query=34052at4891	Ran-interacting Mog1 protein
34069at4891	Complete	tig00000031	382411	383037	-	185.6	160	https://www.orthodb.org/v10?query=34069at4891	Ribosome recycling factor
34109at4891	Complete	tig00000007	742918	744366	-	215.8	424	https://www.orthodb.org/v10?query=34109at4891	GRIP domain
34113at4891	Complete	tig00000001	1471663	1472979	+	425.6	367	https://www.orthodb.org/v10?query=34113at4891	RNA polymerase II-associated protein 1, C-terminal
34138at4891	Complete	tig00000007	755228	756046	+	149.2	182	https://www.orthodb.org/v10?query=34138at4891	Domain of unknown function DUF2407 C-terminal
34147at4891	Complete	tig00000061	164983	166161	+	199.9	253	https://www.orthodb.org/v10?query=34147at4891	Altered inheritance of mitochondria protein 24, mitochondrial
34170at4891	Complete	tig00000001	1053492	1054198	-	186.9	132	https://www.orthodb.org/v10?query=34170at4891	HIT-like protein
34188at4891	Complete	tig00000010	159991	160704	+	103.8	152	https://www.orthodb.org/v10?query=34188at4891	Leucine-rich repeat
34235at4891	Complete	tig00000007	776306	776926	+	162.8	150	https://www.orthodb.org/v10?query=34235at4891	Dihydrofolate reductase
34291at4891	Complete	tig00000018	264867	265604	-	184.1	159	https://www.orthodb.org/v10?query=34291at4891	NAD(P)H-hydrate epimerase
34294at4891	Complete	tig00000037	279395	280684	+	75.4	199	https://www.orthodb.org/v10?query=34294at4891	CAP Gly-rich domain
34307at4891	Complete	tig00000037	286130	286534	+	187.2	119	https://www.orthodb.org/v10?query=34307at4891	methionine sulfoxide reductase B
34318at4891	Complete	tig00000005	463121	463594	+	140.6	124	https://www.orthodb.org/v10?query=34318at4891	Mitochondrial ribosomal protein MRPL25
34341at4891	Complete	tig00000010	618240	619421	-	228.2	234	https://www.orthodb.org/v10?query=34341at4891	MRG
34345at4891	Complete	tig00000031	208872	209561	-	234.5	153	https://www.orthodb.org/v10?query=34345at4891	iron-sulfur cluster assembly protein
34378at4891	Complete	tig00000001	979658	980614	+	224.2	221	https://www.orthodb.org/v10?query=34378at4891	Zinc finger, RING-type
34416at4891	Complete	tig00000012	277269	277919	+	215.2	157	https://www.orthodb.org/v10?query=34416at4891	Vesicle transport v-SNARE, N-terminal
34449at4891	Complete	tig00000005	371035	372624	+	215.7	222	https://www.orthodb.org/v10?query=34449at4891	Nucleoporin Nup54, alpha-helical domain
34458at4891	Complete	tig00000005	731571	731936	+	155.9	86	https://www.orthodb.org/v10?query=34458at4891	DNA-directed RNA polymerase subunit
34467at4891	Complete	tig00000078	214117	214650	+	206.7	131	https://www.orthodb.org/v10?query=34467at4891	Actin-related protein 2/3 complex subunit 3
34470at4891	Complete	tig00000014	441617	442180	+	220.8	147	https://www.orthodb.org/v10?query=34470at4891	Inorganic phosphate transport PHO88
34512at4891	Complete	tig00000007	78405	78956	+	200.8	128	https://www.orthodb.org/v10?query=34512at4891	Uncharacterised protein family UPF0220
34514at4891	Complete	tig00000001	915982	916536	-	144.2	112	https://www.orthodb.org/v10?query=34514at4891	Riboflavin kinase
34531at4891	Complete	tig00000001	714645	715307	+	202.1	164	https://www.orthodb.org/v10?query=34531at4891	ERF1 methyltransferase catalytic subunit MTQ2
34547at4891	Complete	tig00000007	401222	402082	+	214.0	277	https://www.orthodb.org/v10?query=34547at4891	SNARE
34586at4891	Complete	tig00000001	443757	444197	+	178.5	117	https://www.orthodb.org/v10?query=34586at4891	ATP synthase, F1 complex, delta/epsilon subunit
34589at4891	Complete	tig00000022	90390	90990	+	257.3	149	https://www.orthodb.org/v10?query=34589at4891	EF-hand domain
34595at4891	Complete	tig00000001	1268977	1269603	-	231.8	165	https://www.orthodb.org/v10?query=34595at4891	Phosphoribosylglycinamide formyltransferase
34600at4891	Complete	tig00000007	472786	473475	+	180.2	116	https://www.orthodb.org/v10?query=34600at4891	Zinc finger C2H2 superfamily
34687at4891	Complete	tig00000061	565495	565941	+	192.7	135	https://www.orthodb.org/v10?query=34687at4891	LSM domain, eukaryotic/archaea-type
34715at4891	Complete	tig00000014	719317	721350	+	210.1	240	https://www.orthodb.org/v10?query=34715at4891	conserved hypothetical protein
34739at4891	Complete	tig00000005	212112	213335	+	259.3	215	https://www.orthodb.org/v10?query=34739at4891	Peripheral subunit-binding domain
34763at4891	Complete	tig00000023	239018	239461	-	202.7	118	https://www.orthodb.org/v10?query=34763at4891	Erg28
34789at4891	Complete	tig00000061	443673	444398	+	79.6	116	https://www.orthodb.org/v10?query=34789at4891	Mitochondrial peculiar membrane protein 1
34811at4891	Complete	tig00000005	192173	192616	-	104.1	98	https://www.orthodb.org/v10?query=34811at4891	Rhodanese-like domain
34813at4891	Complete	tig00000001	65925	66445	+	189.3	132	https://www.orthodb.org/v10?query=34813at4891	D-aminoacyl-tRNA deacylase
34824at4891	Complete	tig00000001	535257	535586	-	139.0	76	https://www.orthodb.org/v10?query=34824at4891	DNA-directed RNA polymerase subunit
34835at4891	Complete	tig00000022	436737	437534	+	162.2	173	https://www.orthodb.org/v10?query=34835at4891	F-actin-capping protein subunit alpha
34839at4891	Complete	tig00000007	707075	707932	-	158.4	159	https://www.orthodb.org/v10?query=34839at4891	Transcription initiation factor IIA large subunit
34849at4891	Complete	tig00000007	872621	873073	-	200.3	124	https://www.orthodb.org/v10?query=34849at4891	Multiprotein-bridging factor 1
34895at4891	Complete	tig00000037	320375	321277	-	343.4	222	https://www.orthodb.org/v10?query=34895at4891	MT-A70-like
34901at4891	Complete	tig00000010	805394	806392	-	290.4	252	https://www.orthodb.org/v10?query=34901at4891	transcription factor activity, RNA polymerase II transcription factor binding
34922at4891	Complete	tig00000018	695478	695885	-	195.7	110	https://www.orthodb.org/v10?query=34922at4891	ribosomal protein S12
34959at4891	Complete	tig00000038	188451	189740	-	225.9	205	https://www.orthodb.org/v10?query=34959at4891	Pheromone alpha factor receptor
35014at4891	Complete	tig00000031	499349	500488	+	101.2	140	https://www.orthodb.org/v10?query=35014at4891	Transcriptional repressor OPI1
35020at4891	Complete	tig00000001	1258474	1259163	+	231.0	156	https://www.orthodb.org/v10?query=35020at4891	Ribosomal protein L23/L15e core domain superfamily
35036at4891	Complete	tig00000001	604757	605590	-	264.2	229	https://www.orthodb.org/v10?query=35036at4891	nucleolar
35040at4891	Complete	tig00000007	638793	639713	-	198.7	212	https://www.orthodb.org/v10?query=35040at4891	Uncharacterised protein family UPF0363
35061at4891	Complete	tig00000023	303896	304282	+	223.8	106	https://www.orthodb.org/v10?query=35061at4891	Vacuolar transporter chaperone 1
35062at4891	Complete	tig00000023	103419	103796	+	189.1	106	https://www.orthodb.org/v10?query=35062at4891	ribonucleoprotein-associated protein
35082at4891	Complete	tig00000061	127618	128400	-	233.8	199	https://www.orthodb.org/v10?query=35082at4891	Manganese/iron superoxide dismutase, C-terminal
35083at4891	Complete	tig00000001	1176159	1177007	-	237.8	225	https://www.orthodb.org/v10?query=35083at4891	Protein BCP1
35117at4891	Complete	tig00000010	686601	687047	+	223.1	131	https://www.orthodb.org/v10?query=35117at4891	Cytosine deaminase
35136at4891	Complete	tig00000014	493828	494175	+	193.0	91	https://www.orthodb.org/v10?query=35136at4891	Cyclin-dependent kinases regulatory subunit
35139at4891	Complete	tig00000018	708899	709300	+	163.2	109	https://www.orthodb.org/v10?query=35139at4891	Multifunctional methyltransferase subunit TRM112
35160at4891	Complete	tig00000022	572730	573194	-	247.1	146	https://www.orthodb.org/v10?query=35160at4891	mitochondrial import protein Pam17
35165at4891	Complete	tig00000034	247044	247592	+	155.5	159	https://www.orthodb.org/v10?query=35165at4891	Signal peptidase subunit 3
35193at4891	Complete	tig00000010	264206	265135	+	291.3	203	https://www.orthodb.org/v10?query=35193at4891	RNA cap guanine-N2 methyltransferase
35210at4891	Complete	tig00000023	55423	57594	-	377.1	518	https://www.orthodb.org/v10?query=35210at4891	NatC N(alpha)-terminal acetyltransferase, Mak10 subunit
35216at4891	Complete	tig00000007	248068	248493	-	217.0	122	https://www.orthodb.org/v10?query=35216at4891	ribosomal protein S19
35223at4891	Complete	tig00000023	255092	255436	-	117.3	86	https://www.orthodb.org/v10?query=35223at4891	Ribosomal protein S18
35318at4891	Complete	tig00000022	138077	138490	+	116.8	99	https://www.orthodb.org/v10?query=35318at4891	ribosomal protein L14
35328at4891	Complete	tig00000034	151452	151955	-	155.8	97	https://www.orthodb.org/v10?query=35328at4891	Mitochondrial import inner membrane translocase subunit TIM14
35333at4891	Complete	tig00000005	1055000	1055545	+	140.4	101	https://www.orthodb.org/v10?query=35333at4891	ER membrane protein complex subunit 4
35367at4891	Complete	tig00000023	140394	141236	-	163.6	153	https://www.orthodb.org/v10?query=35367at4891	transcriptional repressor activity, RNA polymerase II transcription factor binding
35426at4891	Complete	tig00000001	373382	374296	-	144.1	187	https://www.orthodb.org/v10?query=35426at4891	Adenine nucleotide alpha hydrolases-like protein
35427at4891	Complete	tig00000012	37723	38538	-	127.8	173	https://www.orthodb.org/v10?query=35427at4891	Elongator complex protein 6
35459at4891	Complete	tig00000012	193049	193495	-	174.6	104	https://www.orthodb.org/v10?query=35459at4891	Transcription initiation factor TFIID subunit 9
35478at4891	Complete	tig00000001	600697	601293	-	248.2	164	https://www.orthodb.org/v10?query=35478at4891	Golgi apparatus membrane protein TVP23
35504at4891	Complete	tig00000007	1023586	1024014	-	201.3	125	https://www.orthodb.org/v10?query=35504at4891	40S ribosomal protein S12
35506at4891	Complete	tig00000022	586672	587094	+	129.1	90	https://www.orthodb.org/v10?query=35506at4891	Uncharacterised protein family UPF0538
35513at4891	Complete	tig00000007	191477	191905	+	182.0	107	https://www.orthodb.org/v10?query=35513at4891	Succinate dehydrogenase assembly factor 2, mitochondrial
35518at4891	Complete	tig00000039	60799	61251	-	165.6	111	https://www.orthodb.org/v10?query=35518at4891	Glycine cleavage system H protein
35584at4891	Complete	tig00000061	191052	191426	-	183.9	117	https://www.orthodb.org/v10?query=35584at4891	DNA-directed RNA polymerase subunit
35588at4891	Complete	tig00000031	357027	357458	-	202.3	104	https://www.orthodb.org/v10?query=35588at4891	Cytochrome c oxidase, subunit Va/VI
35656at4891	Complete	tig00000005	794476	795433	-	231.8	127	https://www.orthodb.org/v10?query=35656at4891	Ribosomal L18e/L15P superfamily
35669at4891	Complete	tig00000014	370039	370746	-	119.9	124	https://www.orthodb.org/v10?query=35669at4891	UDP-N-acetylglucosamine transferase subunit ALG14
35670at4891	Duplicated	tig00000034	73075	73824	+	238.6	117	https://www.orthodb.org/v10?query=35670at4891	FeS cluster insertion, C-terminal, conserved site
35670at4891	Duplicated	tig00000036	1457	2206	-	238.6	117	https://www.orthodb.org/v10?query=35670at4891	FeS cluster insertion, C-terminal, conserved site
35699at4891	Complete	tig00000031	62063	63229	+	219.9	246	https://www.orthodb.org/v10?query=35699at4891	DHHA2 domain
35750at4891	Complete	tig00000007	316626	316985	-	187.8	108	https://www.orthodb.org/v10?query=35750at4891	DNA-directed RNA polymerase, RBP11-like dimerisation domain
35760at4891	Complete	tig00000012	147056	147514	+	238.3	123	https://www.orthodb.org/v10?query=35760at4891	Translation initiation factor 1A (eIF-1A)
35771at4891	Complete	tig00000037	224568	224924	-	135.7	96	https://www.orthodb.org/v10?query=35771at4891	mitochondrial ribosomal large subunit protein
35787at4891	Complete	tig00000005	59357	60049	+	132.3	154	https://www.orthodb.org/v10?query=35787at4891	rRNA-processing protein EFG1
35796at4891	Complete	tig00000012	103700	104581	-	164.0	145	https://www.orthodb.org/v10?query=35796at4891	LmbE-like protein
35823at4891	Complete	tig00000014	736976	737335	-	160.7	96	https://www.orthodb.org/v10?query=35823at4891	Protein of unknown function DUF1674
35842at4891	Complete	tig00000010	563049	563738	-	209.7	170	https://www.orthodb.org/v10?query=35842at4891	Winged helix-like DNA-binding domain superfamily
35844at4891	Complete	tig00000022	192716	193108	-	123.1	112	https://www.orthodb.org/v10?query=35844at4891	54S ribosomal protein L31, mitochondrial
35877at4891	Complete	tig00000005	600641	601753	+	256.1	233	https://www.orthodb.org/v10?query=35877at4891	Transcription initiation factor IIF subunit beta
35904at4891	Complete	tig00000007	520120	520872	+	149.9	124	https://www.orthodb.org/v10?query=35904at4891	SNARE
35907at4891	Complete	tig00000001	950748	952217	-	382.2	395	https://www.orthodb.org/v10?query=35907at4891	Ribosomal lysine N-methyltransferase 4
35912at4891	Complete	tig00000007	285935	286990	-	262.3	209	https://www.orthodb.org/v10?query=35912at4891	SNARE
35931at4891	Complete	tig00000005	759593	759991	+	191.6	110	https://www.orthodb.org/v10?query=35931at4891	Ubiquitin-conjugating enzyme variant MMS2
35950at4891	Complete	tig00000007	559940	560599	-	289.7	174	https://www.orthodb.org/v10?query=35950at4891	5-demethoxyubiquinone hydroxylase, mitochondrial
35981at4891	Complete	tig00000034	225496	225963	-	114.4	133	https://www.orthodb.org/v10?query=35981at4891	Uncharacterized membrane protein
36033at4891	Complete	tig00000083	289512	290624	-	308.7	280	https://www.orthodb.org/v10?query=36033at4891	Mitotic exit network interactor 1
36106at4891	Complete	tig00000007	71168	71530	+	144.0	71	https://www.orthodb.org/v10?query=36106at4891	Zinc finger, RING-type
36113at4891	Complete	tig00000007	553205	553570	-	155.2	102	https://www.orthodb.org/v10?query=36113at4891	Profilin
36167at4891	Complete	tig00000018	186751	187503	+	232.9	189	https://www.orthodb.org/v10?query=36167at4891	similar to Saccharomyces cerevisiae YNL246W VPS75 NAP family histone chaperone
36168at4891	Complete	tig00000078	536521	537315	+	244.6	217	https://www.orthodb.org/v10?query=36168at4891	Eukaryotic translation initiation factor 3 subunit J
36186at4891	Complete	tig00000001	273152	274255	+	239.6	258	https://www.orthodb.org/v10?query=36186at4891	Non-structural maintenance of chromosome element 4
36195at4891	Complete	tig00000083	111026	111652	-	216.6	142	https://www.orthodb.org/v10?query=36195at4891	thioredoxin-like protein
36239at4891	Complete	tig00000001	605785	606879	-	119.7	185	https://www.orthodb.org/v10?query=36239at4891	pre-mRNA 3'-splice site binding
36248at4891	Complete	tig00000018	477300	477728	-	161.2	96	https://www.orthodb.org/v10?query=36248at4891	Ribosomal protein S13
36258at4891	Complete	tig00000083	81260	81643	-	150.7	101	https://www.orthodb.org/v10?query=36258at4891	RNA-binding domain superfamily
36316at4891	Complete	tig00000001	434186	434680	+	106.9	68	https://www.orthodb.org/v10?query=36316at4891	anaphase promoting complex subunit 11
36328at4891	Complete	tig00000005	648527	649153	+	131.0	135	https://www.orthodb.org/v10?query=36328at4891	Golgi to ER traffic protein 1
36350at4891	Complete	tig00000010	237691	238146	+	197.5	108	https://www.orthodb.org/v10?query=36350at4891	Cytochrome b5-like heme/steroid binding domain
36374at4891	Complete	tig00000023	82886	84079	-	299.8	228	https://www.orthodb.org/v10?query=36374at4891	XPC-binding domain
36407at4891	Complete	tig00000018	112087	114042	+	447.4	444	https://www.orthodb.org/v10?query=36407at4891	Plasma membrane fusion protein PRM1
36448at4891	Duplicated	tig00000001	99195	99857	+	220.8	165	https://www.orthodb.org/v10?query=36448at4891	Ribosomal protein L10P
36448at4891	Duplicated	tig00000004	2885	3459	-	227.1	162	https://www.orthodb.org/v10?query=36448at4891	Ribosomal protein L10P
36485at4891	Complete	tig00000005	646733	647284	+	194.9	154	https://www.orthodb.org/v10?query=36485at4891	Co-chaperone Hsc20
36486at4891	Complete	tig00000005	562127	562758	-	230.2	132	https://www.orthodb.org/v10?query=36486at4891	Sulfhydryl oxidase
36529at4891	Complete	tig00000012	520548	521210	+	199.5	160	https://www.orthodb.org/v10?query=36529at4891	Snf7 family
36572at4891	Complete	tig00000022	444538	444921	-	137.0	91	https://www.orthodb.org/v10?query=36572at4891	ribosomal protein S6
36573at4891	Complete	tig00000023	71338	71751	+	131.1	92	https://www.orthodb.org/v10?query=36573at4891	Chromatin-remodeling complex subunit IES6
36583at4891	Complete	tig00000005	730730	731311	-	175.6	112	https://www.orthodb.org/v10?query=36583at4891	Ribosomal protein L7/L12
36627at4891	Complete	tig00000007	836721	837200	+	123.8	120	https://www.orthodb.org/v10?query=36627at4891	Cap-associated protein CAF20
36646at4891	Complete	tig00000022	367588	368259	+	260.8	193	https://www.orthodb.org/v10?query=36646at4891	Snf7 family
36650at4891	Complete	tig00000031	491033	491395	-	165.2	93	https://www.orthodb.org/v10?query=36650at4891	Ribosomal protein S10
36716at4891	Complete	tig00000014	717447	717860	+	222.5	129	https://www.orthodb.org/v10?query=36716at4891	Deoxyuridine 5'-triphosphate nucleotidohydrolase
36731at4891	Complete	tig00000007	120921	121580	-	199.9	167	https://www.orthodb.org/v10?query=36731at4891	phosphotransferase KptA/Tpt1
36787at4891	Complete	tig00000010	879767	880111	-	150.8	94	https://www.orthodb.org/v10?query=36787at4891	glucocorticoid receptor-like (DNA-binding domain)
36796at4891	Complete	tig00000023	173588	173962	+	202.6	111	https://www.orthodb.org/v10?query=36796at4891	Nuclear transport factor 2
36811at4891	Complete	tig00000018	414023	414346	+	166.9	89	https://www.orthodb.org/v10?query=36811at4891	DNA-directed RNA polymerase, RBP11-like dimerisation domain
36821at4891	Complete	tig00000010	82755	83147	-	246.2	117	https://www.orthodb.org/v10?query=36821at4891	2Fe-2S ferredoxin-like superfamily
36839at4891	Complete	tig00000022	279296	280627	+	184.3	260	https://www.orthodb.org/v10?query=36839at4891	Smr domain
36879at4891	Complete	tig00000005	579084	579437	+	160.2	115	https://www.orthodb.org/v10?query=36879at4891	V-type proton ATPase subunit F
36882at4891	Complete	tig00000007	81619	82032	+	261.1	135	https://www.orthodb.org/v10?query=36882at4891	Ribosomal protein L23/L15e core domain superfamily
36885at4891	Complete	tig00000023	102247	102723	+	241.6	133	https://www.orthodb.org/v10?query=36885at4891	V-type proton ATPase proteolipid subunit
36899at4891	Complete	tig00000010	655862	656449	-	234.9	158	https://www.orthodb.org/v10?query=36899at4891	Sulfhydryl oxidase
36968at4891	Complete	tig00000001	34101	34592	-	127.2	87	https://www.orthodb.org/v10?query=36968at4891	histidine-phosphotransfer domain, HPT domain-containing protein
36972at4891	Complete	tig00000023	399313	400332	-	339.2	325	https://www.orthodb.org/v10?query=36972at4891	SH3 domain
36980at4891	Complete	tig00000012	141372	141794	-	106.8	109	https://www.orthodb.org/v10?query=36980at4891	Histone deacetylase complex subunit SAP30/SAP30-like
37011at4891	Complete	tig00000001	1240834	1241979	+	260.1	200	https://www.orthodb.org/v10?query=37011at4891	Sensitive to high expression protein 9, mitochondrial
37075at4891	Complete	tig00000005	51402	52175	+	213.8	161	https://www.orthodb.org/v10?query=37075at4891	Putative pantetheine-phosphate adenylyltransferase
37089at4891	Duplicated	tig00000001	322911	323670	+	197.8	103	https://www.orthodb.org/v10?query=37089at4891	Ribosomal protein L31e
37089at4891	Duplicated	tig00000078	144637	145324	+	198.1	103	https://www.orthodb.org/v10?query=37089at4891	Ribosomal protein L31e
37126at4891	Complete	tig00000014	47328	47714	+	213.3	117	https://www.orthodb.org/v10?query=37126at4891	Ribosomal protein L32e
37133at4891	Complete	tig00000010	739203	739622	+	109.1	91	https://www.orthodb.org/v10?query=37133at4891	Ribosomal protein/NADH dehydrogenase domain
37136at4891	Complete	tig00000014	570688	571131	-	112.9	78	https://www.orthodb.org/v10?query=37136at4891	Proteasome maturation factor UMP1
37165at4891	Complete	tig00000078	435095	435796	-	187.0	136	https://www.orthodb.org/v10?query=37165at4891	EF-hand domain
37187at4891	Complete	tig00000007	482963	483982	+	162.7	225	https://www.orthodb.org/v10?query=37187at4891	Oligosaccharyl transferase complex, subunit OST3/OST6
37194at4891	Complete	tig00000001	184024	185271	+	127.7	174	https://www.orthodb.org/v10?query=37194at4891	DNA-directed RNA polymerase III subunit, putative
37216at4891	Complete	tig00000061	318738	319091	-	142.0	101	https://www.orthodb.org/v10?query=37216at4891	Cytochrome c oxidase-assembly factor COX16, mitochondrial
37231at4891	Complete	tig00000078	75020	75610	-	194.0	140	https://www.orthodb.org/v10?query=37231at4891	Pre-rRNA processing protein TSR2
37266at4891	Complete	tig00000005	482877	483182	+	110.9	73	https://www.orthodb.org/v10?query=37266at4891	Transcription elongation factor SPT4
37274at4891	Complete	tig00000014	81731	82078	-	205.7	107	https://www.orthodb.org/v10?query=37274at4891	Autophagy-related protein
37305at4891	Complete	tig00000037	199236	200093	-	120.6	170	https://www.orthodb.org/v10?query=37305at4891	Protein of unknown function DUF2373
37332at4891	Complete	tig00000005	264699	265397	-	87.0	104	https://www.orthodb.org/v10?query=37332at4891	Clathrin light chain
37340at4891	Complete	tig00000061	715321	716133	-	210.9	232	https://www.orthodb.org/v10?query=37340at4891	Zinc finger, RING-type
37378at4891	Complete	tig00000031	190631	191368	-	167.9	125	https://www.orthodb.org/v10?query=37378at4891	WLM domain
37386at4891	Complete	tig00000061	130363	131049	-	157.2	146	https://www.orthodb.org/v10?query=37386at4891	Ubiquitin carboxyl-terminal hydrolase
37398at4891	Complete	tig00000022	477228	478763	+	395.3	401	https://www.orthodb.org/v10?query=37398at4891	MICOS complex subunit MIC60
37443at4891	Complete	tig00000012	249208	250545	+	186.8	223	https://www.orthodb.org/v10?query=37443at4891	N2227-like
37483at4891	Complete	tig00000001	462561	463199	+	160.8	150	https://www.orthodb.org/v10?query=37483at4891	N-(5'-phosphoribosyl)anthranilate isomerase
37540at4891	Complete	tig00000005	382182	383297	-	414.9	309	https://www.orthodb.org/v10?query=37540at4891	SURF1-like protein
37570at4891	Duplicated	tig00000001	433028	433708	+	162.3	148	https://www.orthodb.org/v10?query=37570at4891	Glutaredoxin
37570at4891	Duplicated	tig00000014	257606	258187	-	153.3	137	https://www.orthodb.org/v10?query=37570at4891	Glutaredoxin
37574at4891	Complete	tig00000061	563630	565060	+	163.8	266	https://www.orthodb.org/v10?query=37574at4891	Protein of unknown function DUF5427
37581at4891	Complete	tig00000007	992602	993615	+	143.8	203	https://www.orthodb.org/v10?query=37581at4891	General transcription factor TFIIH, subunit Tfb6
37593at4891	Complete	tig00000010	406109	407413	-	271.0	277	https://www.orthodb.org/v10?query=37593at4891	tRNA-splicing endonuclease, subunit Sen54
37625at4891	Complete	tig00000061	289319	289903	-	248.5	178	https://www.orthodb.org/v10?query=37625at4891	Translation machinery-associated protein 22
37639at4891	Complete	tig00000018	382632	383351	+	294.2	219	https://www.orthodb.org/v10?query=37639at4891	P-loop containing nucleoside triphosphate hydrolase protein
37641at4891	Complete	tig00000022	169028	169756	+	145.7	178	https://www.orthodb.org/v10?query=37641at4891	p-loop containing nucleoside triphosphate hydrolase protein
37668at4891	Complete	tig00000022	285708	286082	+	113.2	85	https://www.orthodb.org/v10?query=37668at4891	Sulfiredoxin
37677at4891	Complete	tig00000078	535574	536071	+	169.5	134	https://www.orthodb.org/v10?query=37677at4891	PRELI/MSF1 domain
37680at4891	Complete	tig00000061	646336	646614	-	123.9	72	https://www.orthodb.org/v10?query=37680at4891	Cytochrome b-c1 complex subunit 8
